2.69E+05,6.04E+04
4.56E+05,7.07E+04
5.08E+05,1.08E+05
4.58E+05,6.78E+04
5.54E+05,9.74E+04
6.12E+05,7.43E+04
6.11E+05,6.00E+04
6.60E+05,8.01E+04
6.98E+05,1.22E+05
7.88E+05,1.41E+05
7.58E+05,1.34E+05
8.61E+05,1.27E+05
8.79E+05,1.55E+05
8.98E+05,1.46E+05
7.70E+05,1.53E+05
8.05E+05,2.04E+05
8.32E+05,2.27E+05
9.03E+05,2.11E+05
7.89E+05,1.94E+05
8.20E+05,1.63E+05
9.04E+05,1.55E+05
9.30E+05,1.28E+05
1.04E+06,9.52E+04
1.15E+06,1.22E+05
1.09E+06,1.69E+05
1.25E+06,1.53E+05
1.22E+06,1.46E+05
1.26E+06,1.21E+05
1.26E+06,9.38E+04
1.23E+06,1.39E+05
1.28E+06,1.45E+05
1.24E+06,1.59E+05
1.28E+06,1.51E+05
1.31E+06,1.44E+05
1.21E+06,1.30E+05
1.22E+06,1.28E+05
1.21E+06,5.49E+04
1.14E+06,1.12E+05
1.19E+06,8.98E+04
1.26E+06,1.06E+05
1.24E+06,1.23E+05
1.22E+06,1.60E+05
1.18E+06,1.84E+05
1.17E+06,1.60E+05
1.17E+06,7.87E+04
1.16E+06,9.02E+04
1.15E+06,1.02E+05
1.15E+06,1.29E+05
1.07E+06,1.65E+05
1.16E+06,1.39E+05
1.20E+06,1.81E+05
1.26E+06,1.72E+05
1.27E+06,1.71E+05
1.27E+06,1.55E+05
1.39E+06,1.96E+05
1.37E+06,2.14E+05
1.46E+06,2.51E+05
1.46E+06,1.94E+05
1.48E+06,2.37E+05
1.45E+06,2.23E+05
1.39E+06,2.33E+05
1.41E+06,2.13E+05
1.37E+06,2.11E+05
1.54E+06,2.62E+05
1.62E+06,1.89E+05
1.57E+06,2.45E+05
1.66E+06,2.60E+05
1.64E+06,2.35E+05
1.66E+06,2.33E+05
1.63E+06,1.91E+05
1.72E+06,1.65E+05
1.79E+06,2.24E+05
1.88E+06,2.72E+05
1.76E+06,2.66E+05
1.75E+06,2.17E+05
1.68E+06,2.01E+05
1.67E+06,2.18E+05
1.77E+06,1.47E+05
1.77E+06,1.50E+05
1.79E+06,1.74E+05
1.79E+06,2.51E+05
1.85E+06,2.00E+05
1.95E+06,2.31E+05
1.90E+06,2.26E+05
1.92E+06,2.36E+05
1.96E+06,2.70E+05
1.98E+06,2.48E+05
1.93E+06,2.52E+05
1.90E+06,2.75E+05
1.92E+06,2.92E+05
1.96E+06,2.99E+05
2.02E+06,3.33E+05
2.17E+06,3.67E+05
2.10E+06,3.52E+05
2.16E+06,3.46E+05
2.11E+06,3.47E+05
2.06E+06,3.50E+05
2.17E+06,3.83E+05
2.26E+06,2.90E+05
2.27E+06,3.04E+05
2.29E+06,3.11E+05
2.19E+06,3.17E+05
2.07E+06,3.25E+05
2.06E+06,3.32E+05
2.07E+06,3.61E+05
2.08E+06,3.62E+05
2.13E+06,3.17E+05
2.27E+06,3.49E+05
2.16E+06,2.86E+05
2.13E+06,2.77E+05
2.17E+06,2.61E+05
2.17E+06,3.16E+05
2.20E+06,3.00E+05
2.11E+06,2.91E+05
2.11E+06,3.51E+05
2.19E+06,3.57E+05
2.11E+06,2.94E+05
2.19E+06,2.66E+05
2.27E+06,2.76E+05
2.33E+06,3.10E+05
2.36E+06,2.59E+05
2.28E+06,2.26E+05
2.25E+06,2.94E+05
2.27E+06,2.82E+05
2.29E+06,2.77E+05
2.34E+06,2.58E+05
2.29E+06,2.52E+05
2.29E+06,2.62E+05
2.37E+06,2.65E+05
2.40E+06,3.06E+05
2.33E+06,2.85E+05
2.30E+06,3.25E+05
2.19E+06,2.94E+05
2.16E+06,2.75E+05
2.14E+06,3.11E+05
2.12E+06,2.97E+05
2.09E+06,3.38E+05
2.15E+06,3.33E+05
2.16E+06,2.94E+05
1.99E+06,2.99E+05
1.91E+06,3.55E+05
2.00E+06,3.00E+05
2.08E+06,3.39E+05
2.06E+06,3.72E+05
2.00E+06,3.21E+05
1.93E+06,3.30E+05
1.97E+06,3.44E+05
1.94E+06,3.35E+05
1.95E+06,3.38E+05
1.93E+06,3.39E+05
1.88E+06,3.58E+05
1.85E+06,3.42E+05
1.98E+06,3.49E+05
1.96E+06,3.77E+05
2.02E+06,3.84E+05
1.94E+06,3.35E+05
1.91E+06,3.31E+05
1.87E+06,3.42E+05
1.96E+06,2.56E+05
2.07E+06,2.81E+05
2.16E+06,3.24E+05
2.18E+06,2.96E+05
2.08E+06,2.60E+05
2.14E+06,2.37E+05
2.06E+06,2.34E+05
2.01E+06,2.23E+05
2.04E+06,2.67E+05
2.14E+06,3.03E+05
2.10E+06,2.90E+05
2.08E+06,3.07E+05
2.09E+06,3.39E+05
2.11E+06,3.26E+05
2.15E+06,3.29E+05
2.11E+06,3.25E+05
2.03E+06,2.51E+05
2.02E+06,2.72E+05
2.06E+06,2.77E+05
2.08E+06,2.50E+05
2.06E+06,1.78E+05
2.13E+06,1.67E+05
2.13E+06,2.04E+05
2.18E+06,2.15E+05
2.18E+06,1.79E+05
2.04E+06,2.26E+05
1.98E+06,2.57E+05
1.94E+06,2.56E+05
1.85E+06,2.71E+05
1.77E+06,2.65E+05
1.74E+06,3.17E+05
1.89E+06,2.85E+05
2.00E+06,3.19E+05
2.00E+06,3.10E+05
1.99E+06,3.44E+05
1.87E+06,2.62E+05
1.92E+06,2.81E+05
1.93E+06,2.84E+05
1.93E+06,2.69E+05
2.00E+06,2.28E+05
1.94E+06,2.23E+05
1.86E+06,2.14E+05
1.91E+06,2.61E+05
1.86E+06,2.66E+05
1.81E+06,2.62E+05
1.83E+06,2.61E+05
1.86E+06,2.39E+05
1.90E+06,2.60E+05
1.96E+06,2.17E+05
2.05E+06,2.33E+05
2.10E+06,2.16E+05
2.14E+06,2.04E+05
2.16E+06,2.00E+05
2.09E+06,1.93E+05
2.18E+06,2.35E+05
2.24E+06,2.80E+05
2.12E+06,2.38E+05
2.06E+06,2.39E+05
2.04E+06,2.91E+05
2.06E+06,2.49E+05
2.12E+06,2.63E+05
2.12E+06,3.09E+05
2.10E+06,2.92E+05
2.01E+06,3.17E+05
2.06E+06,3.00E+05
2.10E+06,2.19E+05
2.14E+06,2.19E+05
2.20E+06,2.18E+05
2.29E+06,2.43E+05
2.29E+06,2.61E+05
2.22E+06,2.63E+05
2.19E+06,2.39E+05
2.21E+06,3.02E+05
2.30E+06,3.43E+05
2.27E+06,3.73E+05
2.23E+06,3.95E+05
2.18E+06,3.74E+05
2.29E+06,3.75E+05
2.23E+06,3.67E+05
2.24E+06,3.48E+05
2.12E+06,3.33E+05
2.09E+06,3.70E+05
2.11E+06,3.74E+05
2.12E+06,4.15E+05
2.08E+06,4.25E+05
2.07E+06,4.04E+05
2.09E+06,3.59E+05
2.13E+06,3.93E+05
2.15E+06,3.33E+05
2.06E+06,3.28E+05
2.03E+06,3.42E+05
2.05E+06,2.94E+05
1.99E+06,2.75E+05
2.00E+06,2.79E+05
2.04E+06,2.75E+05
2.08E+06,2.70E+05
2.10E+06,2.85E+05
2.08E+06,2.82E+05
2.10E+06,3.11E+05
2.08E+06,2.53E+05
2.18E+06,2.58E+05
2.25E+06,2.36E+05
2.24E+06,2.49E+05
2.33E+06,2.69E+05
2.21E+06,2.51E+05
2.17E+06,2.86E+05
2.13E+06,3.22E+05
2.08E+06,3.24E+05
1.98E+06,3.49E+05
2.07E+06,4.09E+05
2.07E+06,3.54E+05
2.02E+06,3.53E+05
2.03E+06,3.44E+05
2.08E+06,3.23E+05
2.08E+06,3.02E+05
2.02E+06,2.77E+05
2.07E+06,2.60E+05
2.16E+06,2.65E+05
2.11E+06,2.82E+05
2.06E+06,2.77E+05
2.09E+06,2.68E+05
2.05E+06,3.04E+05
2.02E+06,2.52E+05
2.07E+06,2.75E+05
2.14E+06,2.66E+05
2.08E+06,2.51E+05
2.05E+06,2.86E+05
2.01E+06,3.40E+05
2.00E+06,3.65E+05
1.99E+06,3.81E+05
2.10E+06,3.68E+05
2.15E+06,3.86E+05
2.14E+06,4.26E+05
2.20E+06,4.50E+05
2.29E+06,4.85E+05
2.26E+06,4.49E+05
2.31E+06,5.16E+05
2.37E+06,4.94E+05
2.41E+06,4.68E+05
2.34E+06,4.40E+05
2.38E+06,4.25E+05
2.37E+06,5.06E+05
2.20E+06,5.41E+05
2.04E+06,5.52E+05
1.90E+06,4.98E+05
1.78E+06,4.53E+05
1.64E+06,4.49E+05
1.53E+06,4.45E+05
1.41E+06,4.67E+05
1.31E+06,4.51E+05
1.26E+06,4.69E+05
1.21E+06,4.85E+05
1.14E+06,4.72E+05
1.10E+06,4.61E+05
1.06E+06,4.59E+05
1.01E+06,4.39E+05
9.59E+05,4.54E+05
8.86E+05,4.66E+05
8.57E+05,4.68E+05
8.04E+05,4.34E+05
7.69E+05,4.31E+05
7.50E+05,4.13E+05
7.17E+05,4.22E+05
6.70E+05,4.07E+05
6.51E+05,3.96E+05
6.32E+05,3.82E+05
5.95E+05,3.87E+05
5.71E+05,3.71E+05
5.64E+05,3.60E+05
5.33E+05,3.52E+05
5.28E+05,3.52E+05
5.18E+05,3.54E+05
4.75E+05,3.10E+05
4.52E+05,2.92E+05
4.41E+05,3.02E+05
4.22E+05,3.00E+05
3.99E+05,2.88E+05
3.78E+05,2.70E+05
3.50E+05,2.75E+05
3.41E+05,2.65E+05
3.33E+05,2.53E+05
3.27E+05,2.52E+05
3.20E+05,2.55E+05
3.18E+05,2.53E+05
3.16E+05,2.55E+05
2.97E+05,2.32E+05
2.87E+05,2.27E+05
2.83E+05,2.24E+05
2.71E+05,2.03E+05
2.61E+05,2.04E+05
2.57E+05,2.04E+05
2.45E+05,1.95E+05
2.30E+05,1.89E+05
2.19E+05,1.92E+05
2.13E+05,1.89E+05
1.95E+05,1.80E+05
1.76E+05,1.69E+05
1.62E+05,1.69E+05
1.49E+05,1.70E+05
