1.30E+06,2.83E+05
2.10E+06,3.33E+05
2.26E+06,4.58E+05
2.11E+06,2.17E+05
2.41E+06,3.99E+05
2.74E+06,4.83E+05
3.36E+06,4.62E+05
3.89E+06,6.90E+05
4.00E+06,7.07E+05
4.49E+06,6.04E+05
4.65E+06,6.24E+05
4.93E+06,7.06E+05
5.50E+06,7.85E+05
5.67E+06,9.36E+05
5.52E+06,9.91E+05
5.93E+06,9.38E+05
5.69E+06,9.09E+05
5.94E+06,7.75E+05
6.23E+06,7.14E+05
6.44E+06,6.13E+05
6.73E+06,5.60E+05
6.79E+06,5.90E+05
7.33E+06,5.81E+05
7.45E+06,6.76E+05
7.48E+06,9.18E+05
8.47E+06,8.38E+05
8.54E+06,6.75E+05
8.61E+06,6.66E+05
8.82E+06,6.29E+05
8.48E+06,8.13E+05
9.03E+06,9.55E+05
8.92E+06,1.06E+06
9.46E+06,1.15E+06
9.74E+06,1.06E+06
9.55E+06,1.13E+06
9.54E+06,1.12E+06
9.76E+06,9.57E+05
9.66E+06,7.94E+05
9.96E+06,7.76E+05
1.06E+07,1.04E+06
1.09E+07,1.22E+06
1.11E+07,1.27E+06
1.10E+07,1.39E+06
1.13E+07,1.28E+06
1.16E+07,1.18E+06
1.18E+07,1.37E+06
1.20E+07,1.48E+06
1.21E+07,1.54E+06
1.25E+07,1.49E+06
1.33E+07,1.58E+06
1.34E+07,1.57E+06
1.37E+07,1.44E+06
1.37E+07,1.42E+06
1.40E+07,1.36E+06
1.44E+07,1.50E+06
1.49E+07,1.51E+06
1.50E+07,1.47E+06
1.57E+07,1.22E+06
1.62E+07,1.41E+06
1.61E+07,1.34E+06
1.64E+07,1.49E+06
1.65E+07,1.44E+06
1.65E+07,1.42E+06
1.73E+07,1.48E+06
1.78E+07,1.45E+06
1.78E+07,1.76E+06
1.83E+07,1.55E+06
1.89E+07,1.55E+06
1.90E+07,1.70E+06
1.95E+07,1.86E+06
2.02E+07,1.63E+06
2.01E+07,1.98E+06
2.02E+07,1.95E+06
2.06E+07,2.06E+06
2.08E+07,2.39E+06
2.11E+07,2.41E+06
2.11E+07,2.32E+06
2.14E+07,1.97E+06
2.17E+07,1.84E+06
2.17E+07,2.02E+06
2.19E+07,2.05E+06
2.26E+07,2.07E+06
2.28E+07,1.86E+06
2.29E+07,1.93E+06
2.37E+07,1.81E+06
2.41E+07,2.09E+06
2.44E+07,2.03E+06
2.44E+07,1.93E+06
2.48E+07,2.06E+06
2.45E+07,2.19E+06
2.48E+07,2.19E+06
2.54E+07,2.39E+06
2.60E+07,2.56E+06
2.59E+07,2.59E+06
2.64E+07,2.60E+06
2.64E+07,2.82E+06
2.62E+07,2.88E+06
2.65E+07,2.84E+06
2.68E+07,2.75E+06
2.68E+07,2.95E+06
2.68E+07,3.00E+06
2.62E+07,3.00E+06
2.62E+07,3.14E+06
2.64E+07,2.84E+06
2.68E+07,3.17E+06
2.72E+07,3.25E+06
2.80E+07,3.20E+06
2.85E+07,3.21E+06
2.84E+07,3.25E+06
2.86E+07,3.15E+06
2.87E+07,3.29E+06
2.89E+07,3.25E+06
2.91E+07,3.48E+06
2.87E+07,3.50E+06
2.87E+07,3.53E+06
2.93E+07,3.63E+06
2.88E+07,3.78E+06
2.92E+07,3.87E+06
2.96E+07,3.90E+06
3.00E+07,3.71E+06
3.04E+07,3.57E+06
3.02E+07,3.55E+06
3.06E+07,3.80E+06
3.06E+07,3.79E+06
3.07E+07,3.83E+06
3.09E+07,3.90E+06
3.08E+07,3.84E+06
3.11E+07,3.90E+06
3.19E+07,4.12E+06
3.20E+07,4.20E+06
3.18E+07,4.10E+06
3.14E+07,4.04E+06
3.15E+07,4.04E+06
3.20E+07,3.83E+06
3.17E+07,3.52E+06
3.17E+07,3.38E+06
3.14E+07,3.25E+06
3.14E+07,3.40E+06
3.21E+07,3.55E+06
3.17E+07,3.67E+06
3.15E+07,3.82E+06
3.16E+07,4.18E+06
3.16E+07,4.26E+06
3.15E+07,4.20E+06
3.16E+07,4.27E+06
3.16E+07,4.33E+06
3.15E+07,4.57E+06
3.14E+07,4.44E+06
3.13E+07,4.45E+06
3.12E+07,4.70E+06
3.15E+07,4.86E+06
3.15E+07,4.85E+06
3.20E+07,4.84E+06
3.24E+07,4.74E+06
3.26E+07,4.73E+06
3.24E+07,4.84E+06
3.27E+07,4.86E+06
3.23E+07,4.76E+06
3.27E+07,4.66E+06
3.31E+07,4.69E+06
3.36E+07,4.68E+06
3.40E+07,4.44E+06
3.39E+07,4.52E+06
3.42E+07,4.42E+06
3.43E+07,4.21E+06
3.44E+07,4.21E+06
3.44E+07,4.00E+06
3.49E+07,4.09E+06
3.49E+07,3.78E+06
3.48E+07,3.64E+06
3.50E+07,3.76E+06
3.53E+07,3.65E+06
3.60E+07,3.81E+06
3.57E+07,3.80E+06
3.58E+07,3.86E+06
3.61E+07,3.90E+06
3.61E+07,3.92E+06
3.61E+07,4.09E+06
3.62E+07,3.98E+06
3.64E+07,4.17E+06
3.67E+07,4.11E+06
3.73E+07,4.17E+06
3.75E+07,4.34E+06
3.71E+07,4.37E+06
3.73E+07,4.30E+06
3.72E+07,4.12E+06
3.74E+07,4.21E+06
3.73E+07,4.00E+06
3.71E+07,4.09E+06
3.74E+07,4.23E+06
3.77E+07,4.61E+06
3.77E+07,4.48E+06
3.77E+07,4.62E+06
3.79E+07,4.63E+06
3.77E+07,4.56E+06
3.80E+07,4.44E+06
3.77E+07,4.47E+06
3.77E+07,4.52E+06
3.76E+07,4.42E+06
3.74E+07,4.28E+06
3.78E+07,4.54E+06
3.77E+07,4.52E+06
3.77E+07,4.79E+06
3.77E+07,4.86E+06
3.79E+07,4.93E+06
3.86E+07,5.16E+06
3.89E+07,5.00E+06
3.95E+07,5.01E+06
3.94E+07,4.98E+06
3.95E+07,4.91E+06
3.93E+07,4.84E+06
3.91E+07,4.96E+06
3.92E+07,4.87E+06
3.93E+07,4.89E+06
3.89E+07,5.24E+06
3.90E+07,5.37E+06
3.89E+07,5.56E+06
3.90E+07,5.53E+06
3.89E+07,5.49E+06
3.90E+07,5.52E+06
3.87E+07,5.58E+06
3.84E+07,5.93E+06
3.87E+07,6.19E+06
3.92E+07,6.19E+06
3.94E+07,6.17E+06
3.96E+07,6.31E+06
4.00E+07,6.58E+06
3.98E+07,6.53E+06
3.96E+07,6.62E+06
3.95E+07,6.71E+06
3.94E+07,7.09E+06
3.96E+07,7.31E+06
3.98E+07,7.66E+06
3.98E+07,7.66E+06
3.99E+07,7.83E+06
4.02E+07,8.28E+06
4.03E+07,8.36E+06
4.02E+07,8.50E+06
3.97E+07,8.59E+06
3.97E+07,8.89E+06
3.97E+07,8.74E+06
3.96E+07,8.65E+06
3.92E+07,8.73E+06
3.93E+07,8.68E+06
