name,memory_mib,cpu_milli,gpu_milli,gpu_spec,qos,time,from,offload,to,start,end,run,complete_cpu,complete_size_cpu,complete_gpu,complete_size_gpu,off_start,off_end,offload_success,complete_offload
openb-pod-6365,125952,461496.0,28.139999999999997,-1,1,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4276,48128,112860.0,99.0,1,1,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5579,47104,844277.2,33.323,-1,1,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5306,22888,846600.0,22.576,1,2,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2953,64512,424671.6,22.7,-1,1,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5227,58368,553800.0,39.0,1,1,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1055,16384,720000.0,60.0,-1,1,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7746,49152,689300.0,61.0,-1,1,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5997,48128,129618.0,113.7,0,1,0,29,0,29,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1072,24576,184332.0,153.60999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2985,32768,455840.0,28.49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7896,49152,565000.0,50.0,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2773,48128,473556.0,41.54,-1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6257,49152,666700.0,59.0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4600,48128,100320.0,88.0,-1,1,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7730,49152,780830.0,69.1,2,1,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3015,49152,441600.0,0.0,-1,2,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0561,32768,833600.0,104.2,-1,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0303,32768,648000.0,81.0,-1,1,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2868,49152,467200.0,0.0,-1,2,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1193,51200,226182.0,0.0,-1,1,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4933,64512,134136.36000000002,71.7,-1,1,1,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6781,6144,201300.0,20.130000000000003,-1,1,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6934,30517,116000.0,68.15,-1,2,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6540,49152,141250.0,125.0,1,1,1,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1092,12288,612600.0,46.966,2,1,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0570,16384,934800.0,77.9,-1,1,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6377,51200,877800.0,0.0,-1,1,1,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4521,30517,167840.0,0.0,-1,2,1,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0082,30517,168000.0,136.5,1,2,1,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2439,64512,972816.0,52.0,-1,1,1,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4311,30517,192800.0,113.27,2,2,1,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3565,48128,129846.0,113.9,2,1,1,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2922,24576,716400.0,59.7,-1,1,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0864,57344,802500.0,0.0,-1,1,1,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-8116,77824,896040.0,78.6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5431,49152,627150.0,55.5,-1,1,2,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7331,47104,154804.0,84.5,1,1,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2628,48128,592800.0,52.0,-1,1,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0015,49152,721064.0,45.0665,-1,1,2,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6645,49152,174585.0,154.5,2,1,2,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3381,47104,172308.76,94.05499999999999,-1,1,2,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3332,57344,138750.0,0.0,-1,1,2,22,0,22,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1280,51200,124608.0,0.0,-1,1,2,22,0,22,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2750,15258,924000.0,73.92,-1,2,2,23,0,23,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2600,58368,288723.0,183.9,-1,1,2,23,0,23,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6987,57344,698750.0,0.0,-1,1,2,24,0,24,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1932,57344,174876.0,0.0,-1,1,2,24,0,24,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0637,30517,600000.0,34.5,-1,2,2,25,0,25,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6081,16384,503520.0,41.96,-1,1,2,25,0,25,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5971,16384,115200.0,96.0,0,1,2,25,0,25,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6301,30517,592000.0,34.78,-1,2,2,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4090,47104,399632.48,157.732,-1,1,2,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7937,49152,745800.0,66.0,-1,1,2,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2920,48128,400368.0,35.12,2,1,2,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6885,49152,376290.0,33.3,-1,1,2,28,0,28,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6596,93184,552728.0,22.84,-1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5422,47104,196243.84,107.12,-1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7675,49152,711900.0,63.0,-1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5748,41560,280762.2,28.619999999999997,-1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7797,6144,432000.0,33.12,-1,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3689,64512,617364.0,33.0,-1,1,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3216,47104,729960.4,39.845,-1,1,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4200,47104,897863.2,75.4,0,2,3,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1388,58368,307406.0,195.8,-1,1,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1763,49152,470400.0,0.0,-1,2,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6136,30517,151200.0,88.83,-1,2,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3497,48128,472302.0,41.43,2,1,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3126,16384,254960.0,31.869999999999997,-1,1,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7981,47104,104790.4,88.0,-1,2,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4581,48128,912000.0,80.0,2,1,3,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2225,57344,103750.0,0.0,-1,1,3,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6292,49152,149160.0,132.0,-1,1,3,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5159,49152,117859.0,104.3,-1,1,3,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2692,16384,544920.0,45.410000000000004,2,1,3,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0715,64512,163320.84,87.3,2,1,3,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4230,15258,512400.0,20.496000000000002,-1,2,3,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3073,64512,919124.04,49.13,-1,1,3,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5484,49152,577430.0,51.1,-1,1,3,22,0,22,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5566,24576,185600.0,46.4,1,1,3,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5121,49152,830550.0,73.5,2,1,3,28,0,28,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3609,15360,850800.0,70.9,-1,1,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6564,80896,266760.0,175.5,-1,1,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2776,48128,137940.0,121.0,1,1,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6101,16384,648000.0,54.0,0,1,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3710,48128,969000.0,85.0,2,1,4,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6405,78848,389400.0,33.0,2,1,4,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0844,57344,596250.0,0.0,-1,1,4,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4841,49152,107915.0,95.5,-1,1,4,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1732,30517,566800.0,32.591,-1,2,4,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0938,57344,616625.0,0.0,-1,1,4,22,0,22,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4245,57344,963750.0,0.0,-1,1,4,23,0,23,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0303,32768,648000.0,81.0,-1,1,4,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4687,49152,229390.0,20.3,-1,1,4,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3899,48128,351120.0,30.8,-1,1,4,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1428,49152,460800.0,0.0,-1,2,4,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1888,15360,328296.0,27.358000000000004,-1,1,4,29,0,29,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2726,49152,563200.0,0.0,-1,2,4,29,0,29,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3835,5600,111517.76000000001,28.657799999999998,-1,2,4,29,0,29,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1963,57344,270000.0,0.0,-1,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6570,22888,169836.0,45.2896,-1,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2331,48128,570000.0,50.0,0,1,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-8019,77824,136800.0,120.0,-1,1,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7228,49152,723200.0,64.0,-1,1,5,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7917,49152,206790.0,183.0,1,1,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1999,30517,422400.0,33.792,-1,2,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-8026,15258,375200.0,30.016000000000002,1,2,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5082,49152,742410.0,65.7,-1,1,5,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5061,47104,121461.6,47.94,-1,1,5,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5017,47104,750204.0,40.95,-1,1,5,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0995,24576,453360.0,37.78,-1,3,5,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6237,49152,415162.0,36.739999999999995,-1,1,5,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0907,48128,570000.0,50.0,-1,1,5,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0487,32768,234480.0,29.310000000000002,-1,1,5,17,0,17,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4818,64512,937270.8,50.1,1,1,5,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3526,51200,879340.0,0.0,-1,1,5,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5506,24576,129120.0,107.6,-1,1,5,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2048,30517,288080.0,0.0,-1,2,5,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7898,49152,209050.0,185.0,-1,1,5,23,0,23,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3529,48128,361380.0,31.7,-1,1,5,25,0,25,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5654,41560,119583.9,121.9,-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6925,49152,449627.0,39.79,-1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0267,41560,176580.0,180.0,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1056,30517,296000.0,17.39,-1,2,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3801,47104,488585.24000000005,192.841,-1,1,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1509,49152,492800.0,0.0,-1,2,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7691,49152,145770.0,129.0,-1,1,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3898,41560,951570.0,97.0,2,1,6,7,0,7,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3437,30517,190744.0,76.2976,0,2,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4945,49152,859930.0,76.1,-1,1,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6410,41560,311958.0,31.8,1,1,6,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1470,64512,139935.84,74.8,-1,1,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4487,48128,154242.0,135.3,0,1,6,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2774,10600,314152.776,61.287029999999994,0,2,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1339,16384,439200.0,36.6,2,1,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0267,41560,176580.0,180.0,0,1,6,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6424,49152,679130.0,60.1,-1,1,6,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1728,16384,239600.0,29.95,-1,1,6,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0524,41560,152839.8,155.8,-1,1,6,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0497,30517,164000.0,9.43,-1,2,6,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7558,49152,131080.0,116.0,2,1,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4844,58368,156200.0,110.0,0,1,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3909,2048,366000.0,117.12,0,2,6,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-8050,47104,648986.0,25.615,1,1,6,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2852,77824,302379.0,25.41,2,1,6,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1335,49152,476800.0,0.0,-1,2,6,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3810,47104,501564.95999999996,197.964,-1,1,6,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4737,49152,107350.0,95.0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0377,6144,323400.0,24.794,2,1,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6703,30517,168000.0,98.7,0,2,7,6,0,6,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7713,49152,723200.0,64.0,-1,1,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5802,51200,668360.0,0.0,-1,1,7,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6798,49152,167918.0,148.6,-1,1,7,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3726,48128,420090.0,36.85,-1,1,7,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4997,24576,163200.0,40.8,2,1,7,12,0,12,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4095,15258,625600.0,50.048,0,2,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2172,57344,473750.0,0.0,-1,1,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5264,49152,666700.0,59.0,-1,1,7,14,0,14,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4328,30517,142024.0,0.0,-1,2,7,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0913,30517,520000.0,30.55,2,2,7,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3007,15360,462540.0,38.545,2,1,7,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5831,5600,361581.68,92.91914999999999,-1,2,7,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3616,24576,211632.0,176.35999999999999,2,1,7,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6837,125952,513320.0,31.3,-1,1,7,23,0,23,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6366,30517,705120.0,0.0,-1,2,7,23,0,23,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3885,51200,252098.0,0.0,-1,1,7,24,0,24,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7900,22888,459200.0,36.736000000000004,-1,2,7,24,0,24,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7777,24576,187200.0,46.8,0,1,7,24,0,24,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1933,57344,148656.0,0.0,-1,1,7,29,0,29,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6193,49152,161138.0,142.6,-1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0755,48128,305520.0,26.8,-1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5117,49152,531100.0,47.0,1,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4928,47104,912152.8,49.79,-1,1,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7908,49152,389850.0,34.5,-1,1,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1468,48128,541500.0,47.5,-1,1,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3736,5600,359438.32,92.36835,2,2,8,9,0,9,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3122,47104,450122.4,177.66,0,1,8,10,0,10,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6298,47104,105981.2,41.83,-1,1,8,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3161,41560,753408.0,76.8,-1,1,8,11,0,11,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3628,48128,230964.0,20.259999999999998,-1,1,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3868,15258,150800.0,82.94,-1,2,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1760,16384,244680.0,20.39,-1,1,8,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5708,47104,684710.0,37.375,-1,1,8,15,0,15,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5297,58368,136320.0,96.0,2,1,8,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2313,16384,208680.0,173.9,2,1,8,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7145,64512,205675.752,109.94000000000001,-1,1,8,18,0,18,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0864,57344,802500.0,0.0,-1,1,8,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1524,30517,239200.0,137.54,-1,2,8,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3327,57344,546250.0,0.0,-1,1,8,21,0,21,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4478,49152,572800.0,0.0,-1,2,8,22,0,22,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2927,48128,337896.0,29.639999999999997,-1,1,8,24,0,24,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2125,57344,900000.0,0.0,-1,1,8,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1745,30517,532000.0,30.59,0,2,8,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4454,48128,102600.0,90.0,-1,1,8,26,0,26,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3237,65536,995200.0,62.2,-1,1,8,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4743,32768,131310.4,164.13799999999998,-1,1,8,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5197,49152,972930.0,86.1,-1,1,8,27,0,27,0,0,0,0,0,0,0,0,0,0,0
openb-pod-4534,30517,850400.0,116.93,-1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0013,16384,293862.96,36.732870000000005,-1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-3239,58368,115379.3,73.49,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1901,48128,131100.0,115.0,1,1,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-1031,32768,152864.0,95.53999999999999,-1,1,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6455,49152,652010.0,57.7,2,1,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0421,32768,144000.0,120.0,0,1,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5203,49152,316400.0,28.0,2,1,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7996,47104,341640.52,28.689999999999998,-1,2,9,5,0,5,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6042,58368,124619.2,87.76,0,1,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-2712,32768,651312.0,81.414,-1,1,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7624,49152,368380.0,32.6,0,1,9,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0249,32768,324176.0,40.522,2,1,9,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-5795,30517,164928.0,0.0,-1,2,9,13,0,13,0,0,0,0,0,0,0,0,0,0,0
openb-pod-7091,47104,173023.24,94.44500000000001,2,1,9,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0147,16384,143920.0,179.9,2,1,9,16,0,16,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6247,57344,667500.0,0.0,-1,1,9,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-6053,47104,125153.08,49.397000000000006,1,1,9,19,0,19,0,0,0,0,0,0,0,0,0,0,0
openb-pod-0712,58368,742139.0,47.269999999999996,-1,1,9,21,0,21,0,0,0,0,0,0,0,0,0,0,0
